"Project ID","Project","Project Lead Agency","Project Lead Agency Bureau","Project Category","Project Status","Project Sector","Project Sector Type","Project Location Full Address","Project Location State","Project Location Street Address","Project Location County","Project Location City","Project Location Zipcode","Project Location Latlong","Project Location Latitude","Project Location Longitude"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"103406","Santa Fe Indian School Broadband","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","In Progress","Broadband","Rural Broadband infrastructure","1501 Cerrillos Road, Santa Fe, NM, 87505-3521","NM","1501 Cerrillos Road","","Santa Fe","87505-3521","POINT (-106.652647 35.088665)","35.088665","-106.652647"
"84851","I-10 SR 202 (SanTan) - SR 387","Arizona","Arizona","DOT Projects","Complete","Surface Transportation","Highways","AZ","AZ","","","","","POINT (-111.971 33.292)","33.292","-111.971"
"84851","I-10 SR 202 (SanTan) - SR 387","Arizona","Arizona","DOT Projects","Complete","Surface Transportation","Highways","AZ","AZ","","","","","POINT (-111.971 33.292)","33.292","-111.971"
"84851","I-10 SR 202 (SanTan) - SR 387","Arizona","Arizona","DOT Projects","Complete","Surface Transportation","Highways","AZ","AZ","","","","","POINT (-111.971 33.292)","33.292","-111.971"
"84851","I-10 SR 202 (SanTan) - SR 387","Arizona","Arizona","DOT Projects","Complete","Surface Transportation","Highways","AZ","AZ","","","","","POINT (-111.971 33.292)","33.292","-111.971"
"104196","Van Wyck Expressway Capacity and Access Improvements to JFK Airport Project","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Surface Transportation","new york, NY, new york","NY","","new york","new york","","POINT (-74.0059728 40.7127753)","40.7127753","-74.0059728"
"104196","Van Wyck Expressway Capacity and Access Improvements to JFK Airport Project","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Surface Transportation","new york, NY, new york","NY","","new york","new york","","POINT (-74.0059728 40.7127753)","40.7127753","-74.0059728"
"104196","Van Wyck Expressway Capacity and Access Improvements to JFK Airport Project","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Surface Transportation","new york, NY, new york","NY","","new york","new york","","POINT (-74.0059728 40.7127753)","40.7127753","-74.0059728"
"104196","Van Wyck Expressway Capacity and Access Improvements to JFK Airport Project","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Surface Transportation","new york, NY, new york","NY","","new york","new york","","POINT (-74.0059728 40.7127753)","40.7127753","-74.0059728"
"104196","Van Wyck Expressway Capacity and Access Improvements to JFK Airport Project","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Surface Transportation","new york, NY, new york","NY","","new york","new york","","POINT (-74.0059728 40.7127753)","40.7127753","-74.0059728"
"104196","Van Wyck Expressway Capacity and Access Improvements to JFK Airport Project","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Surface Transportation","new york, NY, new york","NY","","new york","new york","","POINT (-74.0059728 40.7127753)","40.7127753","-74.0059728"
"104196","Van Wyck Expressway Capacity and Access Improvements to JFK Airport Project","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Surface Transportation","new york, NY, new york","NY","","new york","new york","","POINT (-74.0059728 40.7127753)","40.7127753","-74.0059728"
